N9721	health	nutrition	50 Foods You Should Never Eat, According to Health Experts	This is so depressing.	https://assets.msn.com/labs/mind/AABDHTv.html	[]	[]
N48925	news	newsworld	After Mormon Family's Terror in Mexico, a Message Emerges: No One Is Safe	After Mormon Family's Terror in Mexico, a Message Emerges: No One Is Safe By Azam Ahmed LA MORA, Mexico   Andre Miller saw the column of black smoke rising from at least a mile away.	https://assets.msn.com/labs/mind/BBWqT3g.html	"[{""Label"": ""In Mexico"", ""Type"": ""W"", ""WikidataId"": ""Q5374995"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""in Mexico""]}, {""Label"": ""Mormons"", ""Type"": ""O"", ""WikidataId"": ""Q3177118"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Mormon""]}]"	"[{""Label"": ""Mexico"", ""Type"": ""G"", ""WikidataId"": ""Q96"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [97], ""SurfaceForms"": [""Mexico""]}, {""Label"": ""In Mexico"", ""Type"": ""W"", ""WikidataId"": ""Q5374995"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""in Mexico""]}, {""Label"": ""Mormons"", ""Type"": ""O"", ""WikidataId"": ""Q3177118"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""Mormon""]}]"
N50135	sports	more_sports	Nike will look into runner Mary Cain's allegations of abuse	Nike will look into runner Mary Cain's allegations of abuse while she was part of Alberto Salazar's training group. The runner says it reached the point where she started having suicidal thoughts and cutting herself. Cain joined the disbanded Nike Oregon Project run by Salazar in 2013, soon after competing in the 1,500-meter final at track and field's world championships when she was 17. Now 23, Cain told The New York Times in a video essay that...	https://assets.msn.com/labs/mind/BBWtsxi.html	"[{""Label"": ""Mary Cain (athlete)"", ""Type"": ""P"", ""WikidataId"": ""Q6779145"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [27], ""SurfaceForms"": [""Mary Cain""]}, {""Label"": ""Nike, Inc."", ""Type"": ""O"", ""WikidataId"": ""Q483915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Nike""]}]"	"[{""Label"": ""Mary Cain (athlete)"", ""Type"": ""P"", ""WikidataId"": ""Q6779145"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [27, 217, 399], ""SurfaceForms"": [""Mary Cain"", ""Cain"", ""Cain""]}, {""Label"": ""Alberto Salazar"", ""Type"": ""P"", ""WikidataId"": ""Q717441"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [82, 270], ""SurfaceForms"": [""Alberto Salazar"", ""Salazar""]}, {""Label"": ""Nike, Inc."", ""Type"": ""O"", ""WikidataId"": ""Q483915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Nike""]}, {""Label"": ""Nike Oregon Project"", ""Type"": ""U"", ""WikidataId"": ""Q16957984"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [243], ""SurfaceForms"": [""Nike Oregon Project""]}, {""Label"": ""The New York Times"", ""Type"": ""M"", ""WikidataId"": ""Q9684"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [409], ""SurfaceForms"": [""The New York Times""]}]"
N10447	tv	tv-celebrity	Jim Edmonds Calls Police on Meghan King Edmonds Out of ''Concern'' For Their Kids	"Jim Edmonds says he reported his estranged wife, Meghan King Edmonds, to the police, after she came home ""drunk"""	https://assets.msn.com/labs/mind/BBWqWB2.html	[]	[]
N8855	autos	autosenthusiasts	What Gas Stations Were Like In 1957	This vintage documentary is fascinating.	https://assets.msn.com/labs/mind/BBWtuQ5.html	[]	[]
N15855	lifestyle	lifestyleroyals	"A body-language expert says Meghan Markle is ""politely disconnecting"" from the public, and honestly, we would too"	"Can we blame her? Meghan Markle is supposedly ""politely disconnecting"" from the public as seen in her body language, and girl, you do you."	https://assets.msn.com/labs/mind/BBWtupJ.html	"[{""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Meghan Markle""]}]"	"[{""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Meghan Markle""]}]"
N3727	tv	tv-celebrity	Shawn Johnson Names Newborn Daughter After 'the Most Incredible Person I Know'	The gymnast took to Instagram on Friday to share a cute snap showing her and her husband, Andrew East, kissing the newborn's cheeks.	https://assets.msn.com/labs/mind/BBWtuxV.html	"[{""Label"": ""Shawn Johnson East"", ""Type"": ""P"", ""WikidataId"": ""Q229044"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Shawn Johnson""]}]"	"[{""Label"": ""Andrew East"", ""Type"": ""P"", ""WikidataId"": ""Q19864263"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [90], ""SurfaceForms"": [""Andrew East""]}]"
N61880	music	musicnews	Dean Martin's Daughter Speaks Out About John Legend's New Version of 'Baby, It's Cold Outside'	Dean Martin's Daughter on New 'Baby, It's Cold Outside' Version	https://assets.msn.com/labs/mind/BBWtwZh.html	"[{""Label"": ""John Legend"", ""Type"": ""P"", ""WikidataId"": ""Q44857"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""John Legend""]}]"	"[{""Label"": ""Baby, It's Cold Outside"", ""Type"": ""W"", ""WikidataId"": ""Q2642334"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""Baby, It's Cold Outside""]}]"
N31143	video	science	Fire Ants and Spiders Inspire Metal That Can't Sink	Scientists have looked to nature for inspiration on a new water repellent metal that could be used to create unsinkable ships, flotation devices, and long-lasting electronic monitoring devices in oceans.	https://assets.msn.com/labs/mind/BBWqbhc.html	[]	[]
N64525	lifestyle	shop-holidays	The Best Gifts to Give from Walmart at Any Price Point	Shopping for holiday gifts can be stressfull, but don't worry. With our list of best Walmart holiday gifts you will be able to make everyone happy.	https://assets.msn.com/labs/mind/BBWqc3F.html	"[{""Label"": ""Walmart"", ""Type"": ""O"", ""WikidataId"": ""Q483551"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Walmart""]}]"	"[{""Label"": ""Walmart"", ""Type"": ""O"", ""WikidataId"": ""Q483551"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [85], ""SurfaceForms"": [""Walmart""]}]"
N53017	lifestyle	lifestylebuzz	Kendall Jenner Wore the Tiniest Dress to Go Jewelry Shopping	No fall layers to see here.	https://assets.msn.com/labs/mind/BBWqcqy.html	"[{""Label"": ""Kendall Jenner"", ""Type"": ""P"", ""WikidataId"": ""Q1375057"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Kendall Jenner""]}]"	[]
N64273	tv	tvnews	Watch: 'The View' Versus Donald Trump Jr.: Loud, Low Blows, Politics, Scandals And Great TV	"Updated throughout, videos added Whoopi Goldberg wouldn't say his name, Sunny Hostin said he was lying, Abby Huntsman accused him of using ""dictator"" tactics. And Donald Trump Jr. gave it back, accusing Joy Behar of once wearing blackface and resurrected Goldberg's defense of Roman Polanski as not committing ""rape rape,"" all in a"	https://assets.msn.com/labs/mind/BBWqeaV.html	"[{""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Donald Trump Jr.""]}, {""Label"": ""The View (talk show)"", ""Type"": ""W"", ""WikidataId"": ""Q1197928"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""The View""]}]"	"[{""Label"": ""Abby Huntsman"", ""Type"": ""P"", ""WikidataId"": ""Q4664468"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [104], ""SurfaceForms"": [""Abby Huntsman""]}, {""Label"": ""Joy Behar"", ""Type"": ""P"", ""WikidataId"": ""Q2636981"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [203], ""SurfaceForms"": [""Joy Behar""]}, {""Label"": ""Whoopi Goldberg"", ""Type"": ""P"", ""WikidataId"": ""Q49001"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [33, 255], ""SurfaceForms"": [""Whoopi Goldberg"", ""Goldberg""]}, {""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [163], ""SurfaceForms"": [""Donald Trump Jr.""]}, {""Label"": ""Sunny Hostin"", ""Type"": ""P"", ""WikidataId"": ""Q7640700"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [72], ""SurfaceForms"": [""Sunny Hostin""]}]"
N30131	video	viral	High school football player signs national anthem during homecoming game	Before going on the field, this high school football player signed the national anthem after attending ASL classes over the summer with this in mind.	https://assets.msn.com/labs/mind/BBWqgFe.html	[]	"[{""Label"": ""Before (song)"", ""Type"": ""W"", ""WikidataId"": ""Q1983924"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Before""]}, {""Label"": ""Metres above sea level"", ""Type"": ""C"", ""WikidataId"": ""Q6452016"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [103], ""SurfaceForms"": [""ASL""]}]"
N28257	news	newspolitics	Meghan McCain confronts Trump Jr.: 'You and your family have hurt a lot of people'	"Donald Trump Jr., the president's son, defended his family after ""View"" co-host Meghan McCain suggested they were responsible for the lack of ""character"" in American politics."	https://assets.msn.com/labs/mind/BBWqgGH.html	"[{""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Trump Jr""]}, {""Label"": ""Meghan McCain"", ""Type"": ""P"", ""WikidataId"": ""Q461063"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Meghan McCain""]}]"	"[{""Label"": ""Donald Trump Jr."", ""Type"": ""P"", ""WikidataId"": ""Q3713655"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Donald Trump Jr.""]}, {""Label"": ""American politics (political science)"", ""Type"": ""U"", ""WikidataId"": ""Q16147165"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [157], ""SurfaceForms"": [""American politics""]}, {""Label"": ""Meghan McCain"", ""Type"": ""P"", ""WikidataId"": ""Q461063"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [80], ""SurfaceForms"": [""Meghan McCain""]}]"
N62344	news	newsus	Orangutan granted legal personhood moves to Florida	An orangutan granted legal personhood by a judge in Argentina is now hanging in Florida. Sandra, who is 33, was born in Germany and spent 25 years at the at the Buenos Aires Zoo before arriving at the Center for Great Apes in the Sunshine State on Tuesday.	https://assets.msn.com/labs/mind/BBWqiJh.html	"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Florida""]}]"	"[{""Label"": ""Sandra (orangutan)"", ""Type"": ""U"", ""WikidataId"": ""Q20022011"", ""Confidence"": 0.96, ""OccurrenceOffsets"": [89], ""SurfaceForms"": [""Sandra""]}, {""Label"": ""Center for Great Apes"", ""Type"": ""O"", ""WikidataId"": ""Q5059662"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [201], ""SurfaceForms"": [""Center for Great Apes""]}, {""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [80, 230], ""SurfaceForms"": [""Florida"", ""Sunshine State""]}, {""Label"": ""Buenos Aires Eco-Park (formerly Zoo)"", ""Type"": ""N"", ""WikidataId"": ""Q220023"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [161], ""SurfaceForms"": [""Buenos Aires Zoo""]}, {""Label"": ""Argentina"", ""Type"": ""G"", ""WikidataId"": ""Q414"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Argentina""]}, {""Label"": ""Germany"", ""Type"": ""G"", ""WikidataId"": ""Q183"", ""Confidence"": 0.97, ""OccurrenceOffsets"": [120], ""SurfaceForms"": [""Germany""]}]"
N15676	news	newscrime	Iowan convicted of murder claims his life-sentence was served once he died, was revived in medical emergency. The court disagrees.	An Iowa convicted of murder was rushed from prison to the hospital where his heart was restarted five times. Now he claims he should be freed	https://assets.msn.com/labs/mind/BBWqiZN.html	[]	"[{""Label"": ""Iowa"", ""Type"": ""G"", ""WikidataId"": ""Q1546"", ""Confidence"": 0.977, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Iowa""]}]"
N22617	movies	movies-celebrity	Katie Holmes' best fashion of 2019	See Katie's most stunning looks of the year, from red carpet ensembles to great street style.	https://assets.msn.com/labs/mind/BBWqj3P.html	[]	[]
N31688	autos	autosenthusiasts	Chevrolet Performance Reveals New Small Block Crate Engine	You might consider this for your next build.	https://assets.msn.com/labs/mind/BBWqjiG.html	"[{""Label"": ""Chevrolet Performance"", ""Type"": ""O"", ""WikidataId"": ""Q5513889"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chevrolet Performance""]}, {""Label"": ""Chevrolet small-block engine"", ""Type"": ""C"", ""WikidataId"": ""Q1433118"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Small Block""]}]"	[]
N14522	foodanddrink	beverages	This Is How Long Wine Lasts After You've Opened The Bottle	How long does open wine last? Is the rule of thumb different for red and white wines? We have the answers, plus a few tricks to keep your vino tasting fresh after you've popped the cork.	https://assets.msn.com/labs/mind/BBWqkK8.html	[]	[]
N8519	lifestyle	lifestylebuzz	Kristen Stewart Just Made Leather Bras a Thing, and We're All For It	Leave it to Kristen Stewart to look like a total badass while promoting her new film Charlie's Angels.	https://assets.msn.com/labs/mind/BBWqmEp.html	"[{""Label"": ""Kristen Stewart"", ""Type"": ""P"", ""WikidataId"": ""Q126599"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Kristen Stewart""]}]"	"[{""Label"": ""Kristen Stewart"", ""Type"": ""P"", ""WikidataId"": ""Q126599"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [12], ""SurfaceForms"": [""Kristen Stewart""]}]"
N14807	finance	finance-companies	Abandoned businesses where nature is taking over	Abandoned buildings in urban areas tend to be overrun by graffiti, rubble and rubbish. But there are some premises where nature has taken over places long forgotten by humans. From a plant-covered cinema to an abandoned lab and a penguin takeover at an old whaling station, here are the abandoned businesses where wildlife has fought back.	https://assets.msn.com/labs/mind/BBWqmVk.html	[]	[]
N40509	news	newscrime	One of FBI's Most Wanted fugitives offers surrender	One of the FBI's Most Wanted fugitives says he wants to surrender but claims his offers are being ignored by the United States government.	https://assets.msn.com/labs/mind/BBWqn9T.html	"[{""Label"": ""FBI Ten Most Wanted Fugitives"", ""Type"": ""U"", ""WikidataId"": ""Q1386729"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""FBI's Most Wanted""]}]"	"[{""Label"": ""FBI Ten Most Wanted Fugitives"", ""Type"": ""U"", ""WikidataId"": ""Q1386729"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [11], ""SurfaceForms"": [""FBI's Most Wanted""]}, {""Label"": ""Federal government of the United States"", ""Type"": ""O"", ""WikidataId"": ""Q48525"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [113], ""SurfaceForms"": [""United States government""]}]"
N48243	health	health-news	Frozen smoked salmon recalled over potentially deadly bacteria contamination	There have been no reports of illnesses related to the recall, but botulism is a potentially fatal form of food poisoning.	https://assets.msn.com/labs/mind/BBWqnVM.html	[]	[]
N22471	sports	golf	Pro disqualified from Q-School for failing to sign scorecard	Former U.S. Open low amateur Luis Gagne was disqualified from the second stage of Korn Ferry Tour Q-School when he failed to sign his scorecard.	https://assets.msn.com/labs/mind/BBWqnd1.html	"[{""Label"": ""Qualifying school"", ""Type"": ""U"", ""WikidataId"": ""Q3361200"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Q-School""]}]"	"[{""Label"": ""Qualifying school"", ""Type"": ""U"", ""WikidataId"": ""Q3361200"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [98], ""SurfaceForms"": [""Q-School""]}, {""Label"": ""Korn Ferry Tour"", ""Type"": ""N"", ""WikidataId"": ""Q1777663"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [82], ""SurfaceForms"": [""Korn Ferry Tour""]}, {""Label"": ""U.S. Open (golf)"", ""Type"": ""U"", ""WikidataId"": ""Q259776"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""U.S. Open""]}]"
N26319	entertainment	entertainment-celebrity	All the details on Jennifer Lawrence and Cooke Maroney's honeymoon, plus more news	Jennifer Lawrence and Cooke Maroney honeymoon in Indonesia, plus more celebrity news for Nov. 7, 2019.	https://assets.msn.com/labs/mind/BBWqoiz.html	"[{""Label"": ""Jennifer Lawrence"", ""Type"": ""P"", ""WikidataId"": ""Q189490"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19, 41], ""SurfaceForms"": [""Jennifer Lawrence"", ""Cooke Maroney""]}]"	"[{""Label"": ""Jennifer Lawrence"", ""Type"": ""P"", ""WikidataId"": ""Q189490"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 22], ""SurfaceForms"": [""Jennifer Lawrence"", ""Cooke Maroney""]}, {""Label"": ""Indonesia"", ""Type"": ""G"", ""WikidataId"": ""Q252"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [49], ""SurfaceForms"": [""Indonesia""]}]"
N25712	sports	baseball_mlb	Giancarlo Stanton wants Yankees to sign both Gerrit Cole, Stephen Strasburg	"Arguing that a team ""can never have too many"" top-tier talents on the roster, Giancarlo Stanton recently suggested that the New York Yankees should not limit themselves to the pursuit of one free-agent ace and instead go after both Gerrit Cole and Stephen Strasburg."	https://assets.msn.com/labs/mind/BBWqp51.html	"[{""Label"": ""Gerrit Cole"", ""Type"": ""P"", ""WikidataId"": ""Q5552563"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [45], ""SurfaceForms"": [""Gerrit Cole""]}, {""Label"": ""Stephen Strasburg"", ""Type"": ""P"", ""WikidataId"": ""Q1192310"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""Stephen Strasburg""]}, {""Label"": ""Giancarlo Stanton"", ""Type"": ""P"", ""WikidataId"": ""Q3105192"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Giancarlo Stanton""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Yankees""]}]"	"[{""Label"": ""Gerrit Cole"", ""Type"": ""P"", ""WikidataId"": ""Q5552563"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [232], ""SurfaceForms"": [""Gerrit Cole""]}, {""Label"": ""Stephen Strasburg"", ""Type"": ""P"", ""WikidataId"": ""Q1192310"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [248], ""SurfaceForms"": [""Stephen Strasburg""]}, {""Label"": ""Giancarlo Stanton"", ""Type"": ""P"", ""WikidataId"": ""Q3105192"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [78], ""SurfaceForms"": [""Giancarlo Stanton""]}, {""Label"": ""New York Yankees"", ""Type"": ""O"", ""WikidataId"": ""Q213417"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [124], ""SurfaceForms"": [""New York Yankees""]}]"
N8270	news	newspolitics	Trump ordered to pay $2M to group of nonprofits as part of civil lawsuit	President Trump has been ordered by a New York State judge to pay $2 million to a group of nonprofit organizations as part of a settlement in a civil suit.	https://assets.msn.com/labs/mind/BBWqpPt.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}]"	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""President Trump""]}, {""Label"": ""New York (state)"", ""Type"": ""G"", ""WikidataId"": ""Q1384"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""New York State""]}]"
